users,restaurant_names,ratings,users_id,restaurant_id
Eric,Fusion Bistro,5,128,31
lloyd,Fusion Bistro,5,287,31
Abby,Fusion Bistro,5,3,31
Duffy,Fusion Bistro,5,112,31
Fred,Fusion Bistro,5,144,31
Paul,Fusion Bistro,5,358,31
Kenneth,Fusion Bistro,5,250,31
Tyla,Fusion Bistro,5,482,31
Samantha,Fusion Bistro,4,413,31
Gary,Fusion Bistro,4,152,31
Sutharshan,Fusion Bistro,4,458,31
Leandro,Fusion Bistro,4,275,31
Claus,Fusion Bistro,4,78,31
Dario,Fusion Bistro,4,92,31
Ness,Fusion Bistro,4,337,31
Pwapei,Fusion Bistro,4,371,31
Patricia,Fusion Bistro,4,356,31
Emanuel,Fusion Bistro,4,121,31
Ezekiel,Fusion Bistro,4,135,31
Julian,Fusion Bistro,4,238,31
Warren,Fusion Bistro,4,498,31
Ravi,Fusion Bistro,4,379,31
Darryl,Fusion Bistro,4,94,31
David,Fusion Bistro,3,96,31
Jill,Fusion Bistro,3,220,31
Laura,Fusion Bistro,3,272,31
Catherine,Fusion Bistro,3,63,31
Thomasina,Fusion Bistro,3,468,31
Fiona,Fusion Bistro,3,138,31
Danny,Fusion Bistro,2,90,31
wong,Fusion Bistro,2,507,31
Bixby,Fusion Bistro,1,44,31
Brian,Fusion Bistro,1,50,31
Burford,Baker Boy (PNG),5,52,6
Esita,Baker Boy (PNG),5,130,6
Junior,Baker Boy (PNG),5,240,6
Liberty,Baker Boy (PNG),5,282,6
Nick,Baker Boy (PNG),4,340,6
Kerry,Baker Boy (PNG),4,251,6
Londe,Baker Boy (PNG),4,289,6
A,Baker Boy (PNG),4,1,6
Sepana,Baker Boy (PNG),3,428,6
Jeremy,Baker Boy (PNG),3,217,6
Kiran,Yummy Kitchen,5,259,64
Erick,Yummy Kitchen,5,129,64
Ian,Yummy Kitchen,5,191,64
Richards,Yummy Kitchen,5,394,64
Nick,Yummy Kitchen,4,340,64
Dino,Yummy Kitchen,4,104,64
JianLai,Yummy Kitchen,3,219,64
Jonathan,Yummy Kitchen,2,229,64
Lorainne,Port Terrace Restaurant & Bar,5,290,49
Ian,Port Terrace Restaurant & Bar,5,191,49
Krishnakumar,Port Terrace Restaurant & Bar,5,263,49
i,Port Terrace Restaurant & Bar,5,190,49
J,Port Terrace Restaurant & Bar,4,203,49
David,Port Terrace Restaurant & Bar,4,96,49
Leandro,Port Terrace Restaurant & Bar,4,275,49
Michal,Port Terrace Restaurant & Bar,3,317,49
Lulu,Port Terrace Restaurant & Bar,3,293,49
Chey,Port Terrace Restaurant & Bar,1,67,49
Jonathan,The Cellar Restaurant,5,229,62
Claire,The Cellar Restaurant,5,74,62
Londe,The Cellar Restaurant,4,289,62
Wasantha,The Cellar Restaurant,4,499,62
Aiede,The Cellar Restaurant,4,7,62
James,The Cellar Restaurant,4,208,62
claudio,The Cellar Restaurant,4,77,62
Clive,The Cellar Restaurant,3,79,62
Carmel,The Cellar Restaurant,3,59,62
Oldies,The Cellar Restaurant,3,349,62
Cuisine,Feast Restaurant,5,83,29
sandeep,Feast Restaurant,5,417,29
Kevin,Feast Restaurant,4,253,29
Leandro,Feast Restaurant,4,275,29
Andy,Feast Restaurant,4,19,29
Christine,Feast Restaurant,4,70,29
genevieve,Feast Restaurant,3,156,29
Jessica,Feast Restaurant,3,218,29
Francois,Feast Restaurant,2,142,29
caroline,Daikoku Japanese Steak House,5,61,21
Sandeep,Daikoku Japanese Steak House,5,418,21
Dan,Daikoku Japanese Steak House,5,86,21
Nate,Daikoku Japanese Steak House,5,332,21
Kowijumanga,Daikoku Japanese Steak House,5,262,21
Kevin,Daikoku Japanese Steak House,5,253,21
Joel,Daikoku Japanese Steak House,5,224,21
Londe,Daikoku Japanese Steak House,4,289,21
Don,Daikoku Japanese Steak House,4,106,21
Veuga,Daikoku Japanese Steak House,4,489,21
Jamimah,Daikoku Japanese Steak House,4,210,21
Cameron,Daikoku Japanese Steak House,3,56,21
Patrick,Daikoku Japanese Steak House,3,357,21
DeA,Daikoku Japanese Steak House,1,99,21
Geoffrey,Savannah Bistro,5,157,54
Jonathan,Savannah Bistro,5,229,54
Daniel,Savannah Bistro,5,87,54
Daphne,Savannah Bistro,5,91,54
Danijela,Savannah Bistro,5,89,54
Rayner,Savannah Bistro,4,383,54
Graham,Savannah Bistro,4,168,54
Sum,Savannah Bistro,4,455,54
Charlie,Savannah Bistro,3,65,54
Richard,Savannah Bistro,3,393,54
Catherine,Savannah Bistro,3,63,54
StreetCut,Savannah Bistro,3,452,54
JianLai,Savannah Bistro,2,219,54
Orion,Tasty Bite Indian Restaurant,5,353,61
Clive,Tasty Bite Indian Restaurant,5,79,61
Guy,Tasty Bite Indian Restaurant,5,171,61
A,Tasty Bite Indian Restaurant,5,1,61
Rich,Tasty Bite Indian Restaurant,5,392,61
Geoffrey,Tasty Bite Indian Restaurant,5,157,61
Lamson,Tasty Bite Indian Restaurant,5,270,61
Laimo,Tasty Bite Indian Restaurant,5,268,61
Sam,Tasty Bite Indian Restaurant,5,412,61
Arua,Tasty Bite Indian Restaurant,5,24,61
Dr,Tasty Bite Indian Restaurant,5,110,61
Kirubakaran,Tasty Bite Indian Restaurant,5,260,61
Krishnakumar,Tasty Bite Indian Restaurant,5,263,61
Liberty,Tasty Bite Indian Restaurant,5,282,61
Joel,Tasty Bite Indian Restaurant,5,224,61
Issac,Tasty Bite Indian Restaurant,5,201,61
Sandeep,Tasty Bite Indian Restaurant,5,418,61
Andrew,Tasty Bite Indian Restaurant,5,18,61
Michael,Tasty Bite Indian Restaurant,5,316,61
Waldek,Tasty Bite Indian Restaurant,5,495,61
Tony,Tasty Bite Indian Restaurant,5,474,61
George,Tasty Bite Indian Restaurant,5,158,61
Shane,Tasty Bite Indian Restaurant,5,433,61
Paul,Tasty Bite Indian Restaurant,5,358,61
Fred,Tasty Bite Indian Restaurant,5,144,61
Ranu,Tasty Bite Indian Restaurant,5,378,61
Chey,Tasty Bite Indian Restaurant,4,67,61
colin,Tasty Bite Indian Restaurant,4,80,61
Nick,Tasty Bite Indian Restaurant,4,340,61
T,Tasty Bite Indian Restaurant,4,459,61
Robert,Tasty Bite Indian Restaurant,4,397,61
Ricky,Tasty Bite Indian Restaurant,4,395,61
Mohammad,Tasty Bite Indian Restaurant,4,325,61
David,Tasty Bite Indian Restaurant,4,96,61
Amit,Tasty Bite Indian Restaurant,4,16,61
PRADEEP,Tasty Bite Indian Restaurant,4,369,61
Steven,Tasty Bite Indian Restaurant,4,451,61
Sarwan,Tasty Bite Indian Restaurant,4,423,61
Mike,Tasty Bite Indian Restaurant,4,320,61
Grey,Tasty Bite Indian Restaurant,4,170,61
Fiona,Tasty Bite Indian Restaurant,4,138,61
Bob,Tasty Bite Indian Restaurant,4,45,61
Francis,Tasty Bite Indian Restaurant,3,141,61
Adeel,Tasty Bite Indian Restaurant,3,6,61
Florian,Tasty Bite Indian Restaurant,3,139,61
Deric,Tasty Bite Indian Restaurant,3,101,61
Jacob,Tasty Bite Indian Restaurant,3,207,61
Joe,Tasty Bite Indian Restaurant,3,223,61
Ian,Tasty Bite Indian Restaurant,3,191,61
Bradley,Tasty Bite Indian Restaurant,3,46,61
Gary,Tasty Bite Indian Restaurant,2,152,61
Lisa,Tasty Bite Indian Restaurant,1,285,61
MGee,Tasty Bite Indian Restaurant,1,314,61
Gairo,Tasty Bite Indian Restaurant,1,150,61
Feve,Tasty Bite Indian Restaurant,1,137,61
Priscilla,Tasty Bite Indian Restaurant,1,370,61
Lester,Maggie Seafood Resturant,5,280,42
Gerea,Maggie Seafood Resturant,5,161,42
Aaron,Maggie Seafood Resturant,5,2,42
Clive,Maggie Seafood Resturant,5,79,42
Ramona,Maggie Seafood Resturant,5,377,42
Felicity,Maggie Seafood Resturant,5,136,42
Vernon,Maggie Seafood Resturant,5,488,42
David,Maggie Seafood Resturant,5,96,42
Anthony,Maggie Seafood Resturant,5,22,42
Patricia,Maggie Seafood Resturant,5,356,42
Kurta,Maggie Seafood Resturant,5,265,42
Joshua,Maggie Seafood Resturant,5,235,42
Kenneth,Maggie Seafood Resturant,5,250,42
Malcolm,Maggie Seafood Resturant,5,295,42
Sachum,Maggie Seafood Resturant,5,411,42
Titus,Maggie Seafood Resturant,5,472,42
Lanie,Maggie Seafood Resturant,4,271,42
aina,Maggie Seafood Resturant,4,8,42
Joshua,Maggie Seafood Resturant,4,235,42
Alexander,Maggie Seafood Resturant,4,12,42
Fiona,Maggie Seafood Resturant,4,138,42
K,Maggie Seafood Resturant,4,242,42
Donna,Maggie Seafood Resturant,3,107,42
Londe,Maggie Seafood Resturant,3,289,42
Sutharshan,Maggie Seafood Resturant,3,458,42
Dencio,Maggie Seafood Resturant,3,100,42
Emmanuel,Maggie Seafood Resturant,1,124,42
year,Rapala Restaurant,5,509,50
Tony,Rapala Restaurant,5,474,50
Daniel,Rapala Restaurant,5,87,50
sandeep,Rapala Restaurant,5,417,50
Judy,Rapala Restaurant,4,237,50
Tracey,Rapala Restaurant,4,477,50
Sanjay,Rapala Restaurant,4,421,50
Suryany,Rapala Restaurant,4,457,50
Tony,Rapala Restaurant,4,474,50
Ian,Rapala Restaurant,4,191,50
Raghupathi,Rapala Restaurant,3,374,50
Ben,Rapala Restaurant,3,34,50
Jonathan,Dynasty Seafood Restaurant,5,229,25
Carmel,Dynasty Seafood Restaurant,5,59,25
Rian,Dynasty Seafood Restaurant,5,391,25
Krishnakumar,Dynasty Seafood Restaurant,5,263,25
T,Dynasty Seafood Restaurant,5,459,25
Kiran,Dynasty Seafood Restaurant,5,259,25
Hosea,Dynasty Seafood Restaurant,5,185,25
Kathy,Dynasty Seafood Restaurant,4,246,25
Dave,Dynasty Seafood Restaurant,4,95,25
Naomi,Dynasty Seafood Restaurant,4,329,25
Jeremy,Dynasty Seafood Restaurant,3,217,25
Steven,Dynasty Seafood Restaurant,3,451,25
Anthony,Dynasty Seafood Restaurant,3,22,25
Liberty,Fu Gui,5,282,30
Lloyd,Fu Gui,5,288,30
Ashok,Fu Gui,5,26,30
Julie,Fu Gui,5,239,30
Jonathan,Fu Gui,5,229,30
Krishnakumar,Fu Gui,5,263,30
Erick,Fu Gui,5,129,30
Felicity,Fu Gui,5,136,30
David,Fu Gui,5,96,30
Anthony,Fu Gui,5,22,30
Patricia,Fu Gui,5,356,30
Clive,Fu Gui,5,79,30
Kurta,Fu Gui,5,265,30
Joshua,Fu Gui,5,235,30
Kenneth,Fu Gui,5,250,30
Geoffrey,Fu Gui,5,157,30
Malcolm,Fu Gui,5,295,30
Sachum,Fu Gui,5,411,30
Titus,Fu Gui,5,472,30
Darrell,Fu Gui,4,93,30
Anthon,Fu Gui,4,21,30
B,Fu Gui,4,30,30
Carole,Fu Gui,4,60,30
EnDee,Fu Gui,4,126,30
aina,Fu Gui,4,8,30
Dino,Fu Gui,4,104,30
Lanie,Fu Gui,4,271,30
Joshua,Fu Gui,4,235,30
Sutharshan,Fu Gui,3,458,30
Londe,Fu Gui,3,289,30
Dencio,Fu Gui,3,100,30
Nelson,Fu Gui,2,334,30
Pierce,Hog's Breath Cafe,5,366,36
michael,Hog's Breath Cafe,5,315,36
Burford,Hog's Breath Cafe,5,52,36
v,Hog's Breath Cafe,5,486,36
Bradley,Hog's Breath Cafe,4,46,36
Brian,Hog's Breath Cafe,4,50,36
Samuel,Hog's Breath Cafe,4,416,36
Phil,Hog's Breath Cafe,4,362,36
Beasty,Hog's Breath Cafe,3,32,36
Jimi,Hog's Breath Cafe,3,221,36
Fiona,Hog's Breath Cafe,3,138,36
T,Hog's Breath Cafe,3,459,36
Olivia,Hog's Breath Cafe,1,350,36
Jonathan,Ang's Restaurant,5,229,3
Shammah,Ang's Restaurant,5,432,3
Simon,Ang's Restaurant,5,435,3
Ian,Ang's Restaurant,5,191,3
Cheong,Ang's Restaurant,4,66,3
Mary,Ang's Restaurant,4,299,3
Wah,Ang's Restaurant,4,493,3
K,Ang's Restaurant,4,242,3
Huascar,Ang's Restaurant,4,188,3
claudio,Ang's Restaurant,4,77,3
Milton,Ang's Restaurant,3,322,3
Nas,Ang's Restaurant,1,330,3
Frederick,Mr Mike's Pizza Shady,5,146,44
Day,Mr Mike's Pizza Shady,5,97,44
Kachi,Mr Mike's Pizza Shady,5,243,44
Vernon,Mr Mike's Pizza Shady,4,488,44
Christopher,Mr Mike's Pizza Shady,4,72,44
Londe,Mr Mike's Pizza Shady,3,289,44
Leandro,Mr Mike's Pizza Shady,2,275,44
Akinyemi,Mr Mike's Pizza Shady,2,9,44
Athie,Mr Mike's Pizza Shady,2,27,44
Nitin,Seoul House Restaurant,5,343,55
Dallas,Seoul House Restaurant,5,85,55
Jed,Seoul House Restaurant,5,214,55
Kapu,Seoul House Restaurant,5,244,55
Crystal,Seoul House Restaurant,4,81,55
Daniel,Seoul House Restaurant,4,87,55
Nick,Seoul House Restaurant,4,340,55
Bee,Seoul House Restaurant,4,33,55
Joy,Seoul House Restaurant,4,236,55
Stephen,Seoul House Restaurant,3,447,55
Joseph,Seoul House Restaurant,3,232,55
Stephen,Seoul House Restaurant,3,447,55
tolai,Seoul House Restaurant,1,473,55
Bwoy,Restaurant 168,5,53,52
Derrick,Restaurant 168,5,102,52
Md,Restaurant 168,5,308,52
Sarah,Restaurant 168,4,422,52
zzptom,Restaurant 168,4,516,52
Ice,Restaurant 168,4,192,52
Trevor,Restaurant 168,4,478,52
Mike,Restaurant 168,3,320,52
Neng,Red Rock Bar,5,335,51
Abcdefg,Red Rock Bar,5,4,51
Chico,Red Rock Bar,4,69,51
Wasantha,Red Rock Bar,4,499,51
Cameron,Red Rock Bar,4,56,51
Adam,Red Rock Bar,3,5,51
Beryl,Red Rock Bar,3,40,51
Lulu,Red Rock Bar,3,293,51
Doreen,Red Rock Bar,1,108,51
Tenien,Enzo's Pizza - Gateway Hotel,5,464,28
Duri,Enzo's Pizza - Gateway Hotel,5,114,28
David,Enzo's Pizza - Gateway Hotel,4,96,28
Charles,Enzo's Pizza - Gateway Hotel,4,64,28
Mazzella,Enzo's Pizza - Gateway Hotel,4,305,28
Walai,Enzo's Pizza - Gateway Hotel,3,494,28
Max,Enzo's Pizza - Gateway Hotel,3,304,28
Amanda,Enzo's Pizza - Gateway Hotel,3,15,28
Meshach,Enzo's Pizza - Gateway Hotel,3,313,28
Kavana,Enzo's Pizza - Gateway Hotel,2,247,28
Koke,Enzo's Pizza - Gateway Hotel,1,261,28
Naomi,DFC BOROKO,5,329,22
IGNASIUS,DFC BOROKO,5,194,22
Eddie,DFC BOROKO,5,116,22
Steshauna,DFC BOROKO,5,448,22
Nathan,DFC BOROKO,5,333,22
Gerea,DFC BOROKO,5,161,22
Dua,DFC BOROKO,5,111,22
Reynolds,DFC BOROKO,5,390,22
Stan,DFC BOROKO,5,443,22
Gordon,DFC BOROKO,3,166,22
Jephta,DFC BOROKO,3,216,22
Stella,DFC BOROKO,3,445,22
Burford,DFC BOROKO,2,52,22
Kevan,DFC BOROKO,2,252,22
Kerry,DFC BOROKO,1,251,22
Eliack,DFC BOROKO,1,120,22
Beryl,Hosi Ramen,5,40,37
R,Hosi Ramen,5,373,37
Freda,Hosi Ramen,5,145,37
Samuel,Hosi Ramen,4,416,37
Holmes,Hosi Ramen,4,183,37
T,Hosi Ramen,4,459,37
Jonathan,Hosi Ramen,3,229,37
JOSENEIL,Hosi Ramen,3,230,37
p,Hosi Ramen,1,354,37
Essie,Grand Palace,5,131,34
Turbo,Grand Palace,5,479,34
Sanjay,Grand Palace,5,421,34
Laimo,Grand Palace,5,268,34
Wendy,Grand Palace,4,502,34
Kenneth,Grand Palace,4,250,34
Terence,Grand Palace,4,465,34
Leandro,Grand Palace,3,275,34
Jelax,Grand Palace,1,215,34
Revenhill,22 Fried Chicken,5,389,1
Eunice,22 Fried Chicken,5,133,1
Lawrence,22 Fried Chicken,5,274,1
Stella,22 Fried Chicken,5,445,1
Milton,22 Fried Chicken,5,322,1
Londe,22 Fried Chicken,4,289,1
Nelson,22 Fried Chicken,3,334,1
Mcshane,22 Fried Chicken,2,306,1
Jonathan,Sizzler's Family Restaurant,5,229,56
David,Sizzler's Family Restaurant,5,96,56
Gerard,Sizzler's Family Restaurant,5,160,56
T,Sizzler's Family Restaurant,5,459,56
Londe,Sizzler's Family Restaurant,4,289,56
Samuel,Sizzler's Family Restaurant,4,416,56
Nigel,Sizzler's Family Restaurant,2,341,56
Igen,Sizzler's Family Restaurant,1,193,56
Alan,Sizzler's Family Restaurant,1,11,56
Jessica,City Point Restaurant,5,218,19
Sophia,City Point Restaurant,5,441,19
Gregory,City Point Restaurant,5,169,19
Jamimah,City Point Restaurant,5,210,19
Ex,City Point Restaurant,4,134,19
Londe,City Point Restaurant,4,289,19
Neymar,City Point Restaurant,4,338,19
Brian,City Point Restaurant,4,50,19
B,City Point Restaurant,3,30,19
Doreen,City Point Restaurant,2,108,19
Eliack,City Point Restaurant,1,120,19
Frederick,Ozzie’s Bar,5,146,46
Nunway,Ozzie’s Bar,5,347,46
Dencio,Ozzie’s Bar,4,100,46
Big,Ozzie’s Bar,4,43,46
Richard,Ozzie’s Bar,4,393,46
Melanie,Ozzie’s Bar,3,310,46
Jacob,Ozzie’s Bar,3,207,46
Tracey,Ozzie’s Bar,2,477,46
Gerea,Yun Sue Restaurant,5,161,65
Raymond,Yun Sue Restaurant,5,382,65
Anthony,Yun Sue Restaurant,5,22,65
p,Yun Sue Restaurant,4,354,65
Timothy,Yun Sue Restaurant,4,470,65
Ravi,Yun Sue Restaurant,3,379,65
Terence,Yun Sue Restaurant,3,465,65
John,Yun Sue Restaurant,3,227,65
Doreen,Yun Sue Restaurant,3,108,65
Gerea,Plaza Food Station,5,161,48
Miki,Plaza Food Station,5,321,48
Justine,Plaza Food Station,4,241,48
David,Plaza Food Station,4,96,48
Eliack,Plaza Food Station,4,120,48
Tony,Plaza Food Station,4,474,48
Chey,Plaza Food Station,4,67,48
Jimmy,Plaza Food Station,3,222,48
Chez,Plaza Food Station,3,68,48
steven,Plaza Food Station,2,450,48
Akirina,Big Rooster,4,10,7
Fiona,Big Rooster,4,138,7
Brian,Big Rooster,3,50,7
Well,Big Rooster,3,500,7
Jeremy,Big Rooster,3,217,7
Trevor,Big Rooster,3,478,7
Dencio,Big Rooster,3,100,7
Elena,Big Rooster,1,118,7
Gordon,Big Rooster,1,166,7
Wangoro,Sports Inn,5,496,58
Immanuel,Sports Inn,5,196,58
David,Sports Inn,5,96,58
Wellington,Sports Inn,4,501,58
A,Sports Inn,4,1,58
John,Sports Inn,3,227,58
Immanuel,Sports Inn,3,196,58
Gordon,Sports Inn,3,166,58
Kylie,Sports Inn,2,266,58
Michael,Sports Inn,1,316,58
Carlos,Korean Garden,5,58,39
Peter,Korean Garden,5,360,39
Aaron,Korean Garden,5,2,39
Gavin,Korean Garden,4,153,39
Sandy,Korean Garden,4,420,39
Sularso,Korean Garden,4,454,39
Crystal,Korean Garden,3,81,39
Torben,Korean Garden,3,475,39
Shafiul,Korean Garden,3,430,39
Steve,Korean Garden,1,449,39
Arjun,Korean Garden,1,23,39
ogu,Sunset Village Resort,5,348,59
Beryl,Sunset Village Resort,4,40,59
Burford,Sunset Village Resort,4,52,59
Philip,Sunset Village Resort,4,363,59
Londe,Sunset Village Resort,3,289,59
Stephen,Sunset Village Resort,3,447,59
Leandro,Sunset Village Resort,3,275,59
Chez,Sunset Village Resort,3,68,59
Glenyss,Sunset Village Resort,2,164,59
Melannie,Sunset Village Resort,2,311,59
Kikis,Sunset Village Resort,1,256,59
Graham,BIG ROOSTER PNG,5,168,10
Titus,BIG ROOSTER PNG,5,472,10
Levi,BIG ROOSTER PNG,4,281,10
Josephine,BIG ROOSTER PNG,3,233,10
Daniel,BIG ROOSTER PNG,3,87,10
Romley,BIG ROOSTER PNG,2,401,10
Caleb,BIG ROOSTER PNG,1,55,10
Kelvin,BIG ROOSTER PNG,1,249,10
Haum,BIG ROOSTER PNG,1,178,10
zanna,Big Rooster Erima,4,514,9
John,Big Rooster Erima,4,227,9
Daisy,Big Rooster Erima,3,84,9
Tenien,Big Rooster Erima,3,464,9
Hans,Big Rooster Erima,3,174,9
Lloyd,Big Rooster Erima,2,288,9
Adam,Big Rooster Erima,2,5,9
DC,Big Rooster Erima,1,98,9
Brendon,Big Rooster Erima,1,48,9
Tarquin,Big Rooster Vision City Mall,5,462,12
Noel,Big Rooster Vision City Mall,5,345,12
Daisy,Big Rooster Vision City Mall,3,84,12
Duncan,Big Rooster Vision City Mall,3,113,12
Theresa,Big Rooster Vision City Mall,3,467,12
Titti,Big Rooster Vision City Mall,3,471,12
Sularso,Big Rooster Vision City Mall,2,454,12
McVern,Big Rooster Vision City Mall,2,307,12
George,Big Rooster Boroko,5,158,8
Sivina,Big Rooster Boroko,3,436,8
Life,Big Rooster Boroko,3,283,8
Meshach,Big Rooster Boroko,3,313,8
Kelvin,Big Rooster Boroko,2,249,8
Habe,Big Rooster Boroko,2,173,8
Andrew,Big Rooster Boroko,2,18,8
Raymond,Big Rooster Boroko,1,382,8
Moere,Big Rooster Boroko,1,324,8
bernice,Big Rooster Boroko,1,39,8
Reillyn,Big Rooster Boroko,1,387,8
ORANI,Big Rooster Rainbow,5,352,11
Tamara,Big Rooster Rainbow,4,461,11
Caroline,Big Rooster Rainbow,3,62,11
Stephen,Big Rooster Rainbow,2,447,11
Benaiah,Big Rooster Rainbow,2,35,11
Beryl,Big Rooster Rainbow,2,40,11
Dino,Big Rooster Rainbow,2,104,11
Terence,Big Rooster Rainbow,1,465,11
